eSLDB code	Original Database Code	SwissProt entry	SwissProt homologue	Prediction
CE000004113	T05H4.6.3	ERF1_CAEEL	ERF1_MESAU	None
CE000004112	T05H4.6.2	ERF1_CAEEL	ERF1_HUMAN	None
CE000004114	T05H4.6.1	ERF1_CAEEL	ERF1_MESAU	None
CE000004112	T05H4.6.2	ERF1_CAEEL	ERF1_XENLA	None
CE000004112	T05H4.6.2	ERF1_CAEEL	ERF1_MESAU	None
CE000004114	T05H4.6.1	ERF1_CAEEL	ERF1_HUMAN	None
CE000004113	T05H4.6.3	ERF1_CAEEL	ERF1_XENLA	None
CE000004113	T05H4.6.3	ERF1_CAEEL	ERF1_HUMAN	None
CE000004113	T05H4.6.3	ERF1_CAEEL	ERF1_RABIT	None
CE000004112	T05H4.6.2	ERF1_CAEEL	ERF1_RABIT	None
CE000004114	T05H4.6.1	ERF1_CAEEL	ERF1_RABIT	None
CE000000302	ZK430.5	None	ESPL1_HUMAN	Secretory
CE000002948	F57B10.7	None	TREA_RABIT	Transmembrane
CE000003320	C23G10.4b	None	None	Transmembrane
CE000017127	Y40B1B.5	None	None	Cytoplasm
CE000011379	Y53F4B.2	None	None	Transmembrane
CE000011653	K07H8.12	None	None	None
CE000013625	Y56A3A.27.2	None	NEIL3_HUMAN	Secretory
CE000013624	Y56A3A.27.1	None	NEIL3_HUMAN	Secretory
CE000011833	B0207.6	None	XAB1_HUMAN	Nucleus
CE000008098	Y73B6BL.44	None	None	None
CE000025810	F09E5.3.2	None	None	Secretory
CE000025811	F09E5.3.1	None	None	Cytoplasm
CE000014403	F27E5.8	YQV8_CAEEL	None	Transmembrane
CE000002575	C47A10.4	SRE21_CAEEL	None	Transmembrane
CE000013684	W02D3.8	None	None	Secretory
CE000022391	Y71A12B.11	None	None	Mitochondrion
CE000016357	T28A11.7	None	None	Transmembrane
CE000011073	T05A10.1b	None	None	Cytoplasm
CE000013293	F42A10.3	None	INMT_RABIT	Secretory
CE000019543	F56D6.14	None	None	None
CE000011603	R09B5.7a	None	None	None
CE000022849	Y105E8A.17	None	DMAP1_HUMAN	Secretory
CE000019219	Y56A3A.5	None	FAAH_PIG	Secretory
CE000022046	Y71H2AR.3	None	ATX3_HUMAN	Mitochondrion
CE000016887	T23G7.1	TDP1_CAEEL	TDP1_MOUSE	Mitochondrion
CE000022149	C26B9.7	None	None	Secretory
CE000014210	W05B10.3	None	None	Nucleus
CE000020523	F53B3.6	None	None	Secretory
CE000025904	Y48C3A.9	None	None	Cytoplasm
CE000022398	F28H7.10	None	TRPV5_MOUSE	Transmembrane
CE000012660	B0047.1b	None	KLH10_MOUSE	None
CE000025512	F25A2.1	None	None	Secretory
CE000012091	Y44A6E.1b	None	ACH3_CAEEL	Transmembrane
CE000006929	B0496.5	None	None	Transmembrane
CE000025748	F59F5.1	None	MOT6_HUMAN	Transmembrane
CE000018463	T24D8.1	None	GLRA1_BRARE	Transmembrane
CE000023121	W06H8.1b	None	EHD1_HUMAN	Cytoplasm
CE000002391	C01B12.2	None	GMEB1_MOUSE	Nucleus
CE000016788	R07E5.7.1	None	None	Transmembrane
CE000016789	R07E5.7.2	None	None	Transmembrane
CE000022456	F25B3.3	None	RPGF3_HUMAN	Secretory
CE000000596	R53.5	None	None	Transmembrane
CE000004022	F55C7.7d	None	DUET_HUMAN	Cytoplasm
CE000019107	Y54G9A.5	None	None	Mitochondrion
CE000018428	F53F4.14.1	None	NOI_DROME	Secretory
CE000018429	F53F4.14.2	None	NOI_DROME	Secretory
CE000010006	C26H9A.1	None	VPP1_HUMAN	Transmembrane
CE000010006	C26H9A.1	None	VPP1_BOVIN	Transmembrane
CE000010006	C26H9A.1	None	VPP4_HUMAN	Transmembrane
CE000010006	C26H9A.1	None	VPP1_RAT	Transmembrane
CE000010006	C26H9A.1	None	VPP1_MOUSE	Transmembrane
CE000010006	C26H9A.1	None	VPP4_MOUSE	Transmembrane
CE000019901	F08F1.5	None	None	Transmembrane
CE000004043	F48G7.5	None	TES26_TOXCA	Transmembrane
CE000003140	C14C11.8	None	None	Cytoplasm
CE000012499	Y38C9A.1	None	None	Secretory
CE000020881	T05D4.5	None	None	Nucleus
CE000004905	F20E11.10	None	None	Transmembrane
CE000023537	T14G12.2	None	SNP25_DROME	Secretory
CE000004472	ZC395.6	None	None	Cytoplasm
CE000020597	F26G1.4	None	None	Secretory
CE000024899	F47B3.5	None	None	Cytoplasm
CE000004099	R05D3.2	None	LMBRL_HUMAN	Transmembrane
CE000021018	T26C11.6	HM21_CAEEL	HNF6_RAT	Secretory
CE000021018	T26C11.6	HM21_CAEEL	HNF6_MOUSE	Secretory
CE000000060	F27C8.3	None	None	Nucleus
CE000003672	R07G3.3b	None	TPR_HUMAN	Cytoplasm
CE000008436	B0507.2	None	PDC6I_HUMAN	Secretory
CE000003186	F57H12.4	None	FMAR_DROME	Transmembrane
CE000006972	F33D11.9b	None	GPAA1_HUMAN	Transmembrane
CE000008780	F42A10.2c	None	MERL_HUMAN	Secretory
CE000007587	F22G12.3	None	None	Cytoplasm
CE000019245	T15B7.8	None	None	Transmembrane
CE000018748	F57A8.2	None	YIF1A_HUMAN	Transmembrane
CE000005048	ZC204.3	None	None	Cytoplasm
CE000024205	Y57G11C.24b	None	ES8L1_HUMAN	Cytoplasm
CE000013845	Y102A5C.13	None	None	Secretory
CE000000253	T19B10.7.1	IMA1_CAEEL	IMA1_CAEEL	Cytoplasm
CE000000252	T19B10.7.2	IMA1_CAEEL	IMA1_CAEEL	Secretory
CE000020814	D2096.6	None	None	Nucleus
CE000025074	F10C1.9	None	None	None
CE000019659	C49C3.3	None	None	Cytoplasm
CE000007102	T07A5.2	YRT2_CAEEL	None	Transmembrane
CE000000187	F45D11.9	None	None	Cytoplasm
CE000022048	Y105C5A.26	None	None	None
CE000019673	T23G11.2.2	None	GNA1_MOUSE	Cytoplasm
CE000019674	T23G11.2.1	None	GNA1_MOUSE	Cytoplasm
CE000014705	C03A7.12	None	UDB30_MACFA	Transmembrane
CE000018979	W05E10.5	None	None	Mitochondrion
CE000016769	F26E4.5	None	FER_HUMAN	Cytoplasm
CE000019473	F28D1.1.1	None	PRP19_HUMAN	Cytoplasm
CE000019474	F28D1.1.2	None	PRP19_HUMAN	Secretory
CE000024384	Y54F10BM.1	None	None	Cytoplasm
CE000016104	C06E1.10	None	DHX16_PANTR	Secretory
CE000008231	F59B2.12	None	None	Cytoplasm
CE000010506	F59B1.8.2	None	None	Cytoplasm
CE000010507	F59B1.8.1	None	None	Cytoplasm
CE000017828	Y47D3B.2a	None	None	Cytoplasm
CE000011900	T05A7.5	None	FUT7_MOUSE	Transmembrane
CE000024281	C01G10.7	None	None	Cytoplasm
CE000017436	C33E10.5	None	None	Cytoplasm
CE000016001	C18E9.10	None	None	Transmembrane
CE000015838	C35C5.8b	None	None	Cytoplasm
CE000007579	W03D8.6.2	None	CRUM1_HUMAN	Transmembrane
CE000007580	W03D8.6.1	None	CRUM1_HUMAN	Transmembrane
CE000006734	Y54E10BR.7	None	SC6A4_DROME	Transmembrane
CE000025420	M01B2.2	SRD28_CAEEL	None	Transmembrane
CE000004892	C44B12.9	None	None	None
CE000014583	C13C4.3	None	HNF4_DROME	Mitochondrion
CE000014583	C13C4.3	None	NR4A2_XENLA	Mitochondrion
CE000024123	C52A10.3	None	None	Transmembrane
CE000012909	F22B7.3	None	None	Secretory
CE000024005	ZC477.9a	VINC_CAEEL	VINC_CAEEL	Nucleus
CE000001824	Y71G12B.12b	None	ATG5_MOUSE	Cytoplasm
CE000019606	C16C10.8.1	YQ58_CAEEL	LYAR_MOUSE	Cytoplasm
CE000008179	C45G3.3	None	LIPB_HUMAN	Cytoplasm
CE000011121	B0464.4.2	BRE3_CAEEL	BRE3_CAEEL	Transmembrane
CE000011118	B0464.4.1	BRE3_CAEEL	BRE3_CAEEL	Transmembrane
CE000004134	K08E3.5e	None	UGPA1_CRIGR	Secretory
CE000004134	K08E3.5e	None	UGPA1_HUMAN	Secretory
CE000004134	K08E3.5e	None	UGPA2_BOVIN	Secretory
CE000004134	K08E3.5e	None	UGPA2_PIG	Secretory
CE000008362	C18A11.7b.1	None	DIM1_CAEEL	Mitochondrion
CE000008364	C18A11.7b.2	None	DIM1_CAEEL	Cytoplasm
CE000008363	C18A11.7b.3	None	DIM1_CAEEL	Cytoplasm
CE000025977	C29F3.4	None	CSPG2_CHICK	Secretory
CE000021959	T22H6.2a.2	None	P5CS_MOUSE	Cytoplasm
CE000021960	T22H6.2a.1	None	P5CS_HUMAN	Cytoplasm
CE000021960	T22H6.2a.1	None	P5CS_MOUSE	Cytoplasm
CE000021959	T22H6.2a.2	None	P5CS_HUMAN	Cytoplasm
CE000022903	Y73B6BR.1a	None	None	Transmembrane
CE000003563	Y71G12B.23a	None	PAQRB_RAT	Transmembrane
CE000016853	C04E12.11	None	None	Mitochondrion
CE000000742	ZK418.2b	None	None	Secretory
CE000019307	F57B7.3	None	None	Transmembrane
CE000018785	C16D6.3	None	None	Secretory
CE000007793	K10B4.4	None	NMUR2_MOUSE	Transmembrane
CE000012845	C07G3.6	None	None	Transmembrane
CE000010900	T06E4.12	None	None	Nucleus
CE000006814	K10B3.6a	None	None	Transmembrane
CE000006911	F23C8.5.1	None	ETFB_HUMAN	Cytoplasm
CE000006910	F23C8.5.2	None	ETFB_HUMAN	Mitochondrion
CE000006467	F58A3.5	None	UP04_CAEEL	Cytoplasm
CE000022779	C49A9.9a	None	None	Cytoplasm
CE000022158	F38A3.2	None	None	Transmembrane
CE000002586	Y43B11AR.3	None	None	Cytoplasm
CE000013322	C13B4.1	None	None	Transmembrane
CE000025024	F49B2.2	None	None	Cytoplasm
CE000003051	R02D3.3.1	None	TF2H1_HUMAN	Nucleus
CE000002153	H10D18.2	None	VA5_VESVU	Nucleus
CE000007586	F22G12.2	None	None	Cytoplasm
CE000008562	T07A9.3	None	MK10_HUMAN	Cytoplasm
CE000001792	Y44A6B.3	None	None	Secretory
CE000010621	B0348.4b	None	PLCB1_RAT	Mitochondrion
CE000013033	F45G2.6	None	TRAF4_HUMAN	Cytoplasm
CE000019255	Y61B8B.1	None	None	Transmembrane
CE000004490	Y39A3CL.4a	None	None	Cytoplasm
CE000014903	ZK829.6	None	None	Nucleus
CE000004034	Y60A3A.4	None	None	Transmembrane
CE000001049	T20G5.13	None	None	Cytoplasm
CE000020263	Y43F8B.10	None	None	Transmembrane
CE000025914	F49E2.5e.2	None	None	None
CE000025916	F49E2.5e.1	None	None	None
CE000014535	C44C8.6b.2	None	MAPK3_HUMAN	Cytoplasm
CE000007007	C44C8.6b.1	None	MAPK3_HUMAN	Secretory
CE000025774	T12A7.5	None	None	Mitochondrion
CE000005963	T08G11.2	None	None	Nucleus
CE000017970	C30E1.5	None	None	Secretory
CE000002179	F45F2.7	None	None	Transmembrane
CE000007636	T17A3.10	None	None	Transmembrane
CE000017155	Y53G8AR.2a	None	BRD1_HUMAN	Cytoplasm
CE000014135	F59B10.4b	None	None	Transmembrane
CE000001037	D1009.1b	None	None	Secretory
CE000014872	C33G8.6	NHR42_CAEEL	PPARB_XENLA	Nucleus
CE000019632	Y60C6A.1	None	None	Secretory
CE000023639	F58B4.2	None	CYB5_RABIT	Nucleus
CE000022796	F35F10.2	None	None	Transmembrane
CE000020935	B0336.9b.1	None	SUWA_DROME	Mitochondrion
CE000020936	B0336.9b.2	None	SUWA_DROME	Nucleus
CE000022749	Y40H7A.11	None	None	Transmembrane
CE000024248	T16A1.2	None	None	Secretory
CE000007129	F53G12.11	None	ZBED1_HUMAN	Cytoplasm
CE000005868	B0024.14d	None	CRIM1_HUMAN	Transmembrane
CE000012875	F46B6.4	None	None	Secretory
CE000009798	C18H9.2	None	None	Nucleus
CE000016696	F54G8.3	INA1_CAEEL	ITA1_DROME	Transmembrane
CE000010492	T27E7.8	None	None	Transmembrane
CE000015060	K07A1.3	None	None	Secretory
CE000005444	Y56A3A.33	None	PQE1_CAEEL	Nucleus
CE000011245	Y15E3A.1b.2	None	HR4_DROME	None
CE000011246	Y15E3A.1b.1	None	HR4_DROME	None
CE000008555	C08F11.2	None	None	Transmembrane
CE000006056	F59A7.12	None	None	None
CE000002084	Y41G9A.5	None	None	Cytoplasm
CE000005566	T17H7.4h	None	None	Nucleus
CE000021002	C27F2.2	None	CAC1C_MOUSE	Transmembrane
CE000008655	F56A4.3	None	PTGD2_CHICK	Cytoplasm
CE000013544	C36B1.6	None	None	Transmembrane
CE000012514	F39B2.6.1	None	None	Nucleus
CE000012515	F39B2.6.2	None	None	Secretory
CE000001327	F11G11.2	None	PTGD2_CHICK	Mitochondrion
CE000002442	C56G2.6.2	None	DER_CHICK	Transmembrane
CE000002442	C56G2.6.2	None	DCXR_MESAU	Transmembrane
CE000002443	C56G2.6.1	None	DER_CHICK	Transmembrane
CE000002443	C56G2.6.1	None	DCXR_MESAU	Transmembrane
CE000006887	C25H3.10b	None	None	Cytoplasm
CE000002966	F40G9.9	None	PCF11_HUMAN	Cytoplasm
CE000003771	B0491.4	None	None	Transmembrane
CE000011493	C37E2.5	HM37_CAEEL	OTX_STRPU	Mitochondrion
CE000018541	F37B1.8	None	PTGD2_CHICK	Nucleus
CE000010770	Y32H12A.9	None	None	None
CE000016658	C01C10.3	PLC12_CAEEL	LGAT1_HUMAN	Transmembrane
CE000006856	T06A1.3	None	None	Secretory
CE000015330	C54G4.7.3	None	None	Transmembrane
CE000015332	C54G4.7.1	None	None	Transmembrane
CE000015331	C54G4.7.2	None	None	Transmembrane
CE000024843	K04F10.4a.2	None	FURIN_RAT	Secretory
CE000024845	K04F10.4a.1	None	FURIN_RAT	Cytoplasm
CE000024296	F58G1.2.2	None	CTCF_MOUSE	Cytoplasm
CE000024296	F58G1.2.2	None	CTCF_CHICK	Cytoplasm
CE000024297	F58G1.2.1	None	CTCF_HUMAN	Cytoplasm
CE000024297	F58G1.2.1	None	CTCF_CHICK	Cytoplasm
CE000024297	F58G1.2.1	None	CTCF_MOUSE	Cytoplasm
CE000024296	F58G1.2.2	None	CTCF_HUMAN	Cytoplasm
CE000012151	F56H11.3	None	None	Transmembrane
CE000007941	C11G6.4b.1	None	None	Nucleus
CE000007939	C11G6.4b.2	None	None	Secretory
CE000007940	C11G6.4b.3	None	None	None
CE000011685	T25E12.8	None	SUREJ_STRPU	Transmembrane
CE000021746	ZK265.9	None	None	Transmembrane
CE000014143	T12F5.5a	None	LARP_DROME	Nucleus
CE000024984	ZC477.10	None	PP12_DROME	Nucleus
CE000020991	T19D7.3	None	None	Transmembrane
CE000017823	K11H12.8a	None	None	Transmembrane
CE000011505	ZC302.3	None	None	Nucleus
CE000000097	T08G5.7	None	None	Cytoplasm
CE000024989	F36H1.2	None	DAPK1_HUMAN	Transmembrane
CE000022266	C09E8.3	None	None	Nucleus
CE000016094	ZK6.11a	None	None	Secretory
CE000017883	Y37E3.5a	None	ARL8B_HUMAN	None
CE000014841	W09D12.1.3	None	MMP28_HUMAN	None
CE000014839	W09D12.1.1	None	MMP28_HUMAN	Mitochondrion
CE000014840	W09D12.1.2	None	MMP28_HUMAN	Mitochondrion
CE000020325	F20B4.2	None	None	Secretory
CE000014611	Y17G7B.5b.2	None	MCM2_XENLA	Secretory
CE000014612	Y17G7B.5b.1	None	MCM2_XENLA	Cytoplasm
CE000001201	C18A3.5c	None	TIA1_HUMAN	Cytoplasm
CE000002056	F35B3.7	None	None	Secretory
CE000006493	Y57G7A.3b	None	None	Nucleus
CE000009733	K06B4.3	None	None	Cytoplasm
CE000024379	F09F9.2	None	None	Cytoplasm
CE000025085	R102.2	None	None	Cytoplasm
CE000000782	R06C7.4	None	None	Nucleus
CE000023013	K09G1.1a	None	None	Transmembrane
CE000013538	C16E9.2b	None	None	Cytoplasm
CE000005014	C30A5.10a	None	MGR3_MOUSE	Mitochondrion
CE000006841	F07A11.1	None	None	Nucleus
CE000025980	C29F3.7	None	None	Transmembrane
CE000022441	C48C5.3	None	None	Transmembrane
CE000012854	C07G3.8	None	None	Secretory
CE000004177	F07A11.2b.1	None	None	Secretory
CE000024550	F07A11.2b.2	None	None	Nucleus
CE000004175	F07A11.2b.3	None	None	None
CE000015316	Y57A10B.6	None	None	Cytoplasm
CE000017934	Y62E10A.12.1	None	SMD2_HUMAN	Cytoplasm
CE000017933	Y62E10A.12.2	None	SMD2_HUMAN	Cytoplasm
CE000012263	Y19D10A.7	None	None	Nucleus
CE000017627	T10B11.4	None	None	Secretory
CE000019185	Y116A8C.19	None	TISB_RAT	Cytoplasm
CE000019185	Y116A8C.19	None	TISB_HUMAN	Cytoplasm
CE000019185	Y116A8C.19	None	TISB_MOUSE	Cytoplasm
CE000007131	C16E9.4a	None	UNC7_CAEEL	Transmembrane
CE000011619	F52H3.3	None	UBP7_HUMAN	Nucleus
CE000001838	B0391.9	None	None	Cytoplasm
CE000015537	C24H10.3	None	None	Transmembrane
CE000001521	ZK1320.7	None	UACA_MOUSE	Cytoplasm
CE000024693	Y9C9A.10	None	None	Transmembrane
CE000005425	F25H9.3	None	None	Cytoplasm
CE000010832	Y113G7B.7	None	None	Cytoplasm
CE000009499	T25G12.7	None	DHI1_MESAU	Transmembrane
CE000013048	Y74C10AL.2	None	None	Transmembrane
CE000021522	C18H7.2b.2	None	UNC7_CAEEL	Transmembrane
CE000021523	C18H7.2b.1	None	UNC7_CAEEL	Transmembrane
CE000017433	C33E10.2	None	None	Cytoplasm
CE000017734	F44B9.1c	None	ACPH_RAT	Mitochondrion
CE000002786	ZK856.4	None	None	Secretory
CE000022882	C32H11.3	None	None	Cytoplasm
CE000001772	E01A2.3a	None	WNT7B_MOUSE	Nucleus
CE000017031	T05E12.3	None	KCD13_HUMAN	Secretory
CE000009121	Y71H2AM.24	None	None	None
CE000001549	M01E5.3.1	None	None	Nucleus
CE000001550	M01E5.3.2	None	None	Mitochondrion
CE000012297	F36G9.9	None	None	Transmembrane
CE000003324	C32D5.11	None	RNF8_HUMAN	Mitochondrion
CE000005000	F20D12.6a	None	BARH2_RAT	Nucleus
CE000011030	Y39G10AR.11.1	None	None	Cytoplasm
CE000001978	Y39G10AR.11.2	None	None	Cytoplasm
CE000013744	T05A10.5	None	VA53_DOLMA	Secretory
CE000013104	F28F9.2	None	None	Transmembrane
CE000007322	C24A11.1	None	None	Nucleus
CE000013911	F59H6.4	None	None	Transmembrane
CE000012642	R148.1	None	None	Secretory
CE000024555	Y32H12A.2.2	None	None	Cytoplasm
CE000024554	Y32H12A.2.1	None	None	Cytoplasm
CE000012270	R07C3.12	None	MRC2_MOUSE	Secretory
CE000001804	T18D3.2	ODR7_CAEEL	ESR2_ONCMY	Transmembrane
CE000008957	C39E6.2	None	None	Nucleus
CE000009474	F25D7.3	None	ZN300_HUMAN	Cytoplasm
CE000018081	C10C5.6b	None	None	Cytoplasm
CE000013268	F52B5.6.2	None	None	Mitochondrion
CE000013269	F52B5.6.1	None	None	Secretory
CE000009702	T22H2.5b	None	PLS1_HUMAN	Secretory
CE000014260	Y32F6A.3	None	PAPOA_BOVIN	Transmembrane
CE000014260	Y32F6A.3	None	PAPOA_HUMAN	Transmembrane
CE000021427	F25F8.1	None	None	Nucleus
CE000014399	F27E5.2	None	PAX3_HUMAN	Secretory
CE000014399	F27E5.2	None	PAX3_MOUSE	Secretory
CE000002954	Y34B4A.8	None	TCGAP_MOUSE	Cytoplasm
CE000021917	W02D3.11a	None	HNRPF_HUMAN	Secretory
CE000025165	C02F4.2b	None	PP2BA_MOUSE	Secretory
CE000002652	Y38A10A.1	None	None	Transmembrane
CE000012846	C07G3.5	None	None	Transmembrane
CE000022140	Y77E11A.14	None	None	Secretory
CE000007912	F44B9.1a	None	ACPH_RAT	Secretory
CE000011943	F35D2.5b	None	MYO9B_HUMAN	Nucleus
CE000013661	Y39B6A.15	None	None	Cytoplasm
CE000014092	C29F7.2	None	None	Nucleus
CE000015361	F35A5.1	None	None	Mitochondrion
CE000001387	ZK1128.2a	None	None	Nucleus
CE000013659	Y39B6A.16	None	None	Nucleus
CE000000042	E01G4.6	None	None	Nucleus
CE000010438	C28D4.7	None	None	Nucleus
CE000016280	Y53F4B.4a	None	NOL1_HUMAN	Secretory
CE000022950	W02D3.7.2	None	FABPH_MOUSE	Cytoplasm
CE000007409	W02D3.7.1	None	FABPH_RAT	Nucleus
CE000007409	W02D3.7.1	None	FABPH_MOUSE	Nucleus
CE000022950	W02D3.7.2	None	FABPH_RAT	Cytoplasm
CE000006336	F28C12.6	None	None	Nucleus
CE000017724	C47D12.1b.2	None	TRRAP_HUMAN	Transmembrane
CE000017723	C47D12.1b.1	None	TRRAP_HUMAN	Transmembrane
CE000016927	R09E10.7	None	None	Transmembrane
CE000018183	D1022.9	None	None	None
CE000003691	F37D6.1	None	MCPH1_HUMAN	Transmembrane
CE000004882	T04A6.3	None	None	Transmembrane
CE000001274	T26A5.9.2	DYL1_CAEEL	DYL1_DROME	Transmembrane
CE000007303	T26A5.9.1	DYL1_CAEEL	DYL1_DROME	Transmembrane
CE000013003	Y71F9B.13b	None	None	Nucleus
CE000006936	C45H4.8	None	None	Transmembrane
CE000009392	C52D10.9	None	None	Nucleus
CE000017101	C04C3.7	None	None	Transmembrane
CE000011989	C06G3.8	None	None	Nucleus
CE000015896	F20D6.5	None	None	Nucleus
CE000008058	C55A1.8	None	None	Transmembrane
CE000023868	F53F10.3.1	None	None	Transmembrane
CE000023867	F53F10.3.2	None	None	Transmembrane
CE000001534	K04F1.3	None	None	Transmembrane
CE000019858	F22E5.17	None	None	Secretory
CE000015750	C05B5.4	None	None	Transmembrane
CE000019654	C49C3.5	None	None	Secretory
CE000006482	T04B2.6	None	RDH7_RAT	Cytoplasm
CE000014994	M01D1.3	None	KBTBA_HUMAN	Cytoplasm
CE000005062	C34B4.5	None	None	Transmembrane
CE000011807	Y73B3A.14	None	None	Cytoplasm
CE000021661	T01B7.9	None	None	Cytoplasm
CE000006049	F54C4.1	None	None	Mitochondrion
CE000005871	B0024.14a	None	CRIM1_HUMAN	Transmembrane
CE000011036	F25B5.3c.3	None	None	None
CE000011035	F25B5.3c.2	None	None	Nucleus
CE000011038	F25B5.3c.4	None	None	None
CE000011037	F25B5.3c.1	None	None	Nucleus
CE000002977	W02B9.2	None	None	None
CE000004301	R11A5.7.1	None	CBPB_ASTFL	Cytoplasm
CE000004302	R11A5.7.2	None	CBPB_ASTFL	Secretory
CE000019749	F26A1.2	FKH5_CAEEL	FOXN1_HUMAN	Secretory
CE000012799	C42C1.10.1	None	DNC_HUMAN	Transmembrane
CE000012798	C42C1.10.2	None	DNC_HUMAN	Transmembrane
CE000009947	Y57G11C.38	None	None	Cytoplasm
CE000013530	F26H9.5	None	None	Cytoplasm
CE000024010	T13H5.3	None	CHIA_BOVIN	Nucleus
CE000010318	C01A2.5	None	None	Nucleus
CE000005002	Y39B6A.12b	None	None	None
CE000002897	F58G4.4	None	LAG2_CAEEL	Nucleus
CE000005170	F20G2.2	None	RDH3_RAT	Nucleus
CE000000411	ZK1193.4	None	None	Mitochondrion
CE000023473	Y73E7A.7	None	B4GT1_MOUSE	Cytoplasm
CE000018430	F44D12.9.1	None	S29A1_RAT	Transmembrane
CE000018431	F44D12.9.2	None	S29A1_RAT	Transmembrane
CE000014046	Y55B1BR.4	None	MPP5_HUMAN	Cytoplasm
CE000010326	Y23H5B.7b	None	None	Nucleus
CE000003608	Y87G2A.10.2	None	None	Secretory
CE000003609	Y87G2A.10.1	None	None	Nucleus
CE000003280	C12C8.1	None	GRP78_CHICK	Nucleus
CE000003280	C12C8.1	None	HSP7C_HUMAN	Nucleus
CE000003280	C12C8.1	None	HSP7D_DROME	Nucleus
CE000003280	C12C8.1	None	GRP78_XENLA	Nucleus
CE000003280	C12C8.1	None	HSP7C_CAEEL	Nucleus
CE000003280	C12C8.1	None	GRP78_MESAU	Nucleus
CE000003280	C12C8.1	None	GRP78_RAT	Nucleus
CE000003280	C12C8.1	None	HSP7D_CAEEL	Nucleus
CE000003280	C12C8.1	None	GRP78_HUMAN	Nucleus
CE000003280	C12C8.1	None	GRP78_MOUSE	Nucleus
CE000003280	C12C8.1	None	HSP7C_CAEBR	Nucleus
CE000003280	C12C8.1	None	GRP78_APLCA	Nucleus
CE000003280	C12C8.1	None	HSP7C_DROME	Nucleus
CE000006924	K08H10.2b	None	LAMA2_HUMAN	Nucleus
CE000012612	C30G4.2	None	None	Nucleus
CE000005071	F46B6.3b	None	REN3A_HUMAN	Secretory
CE000001809	Y71F9B.8	None	CPN2_HUMAN	Transmembrane
CE000013375	K11H12.1	None	None	Cytoplasm
CE000003640	Y53F4B.27a.2	None	None	None
CE000003637	Y53F4B.27a.1	None	None	None
CE000002204	Y46E12BL.4	None	None	Secretory
CE000017157	Y53G8AR.2b	None	BRD1_HUMAN	Cytoplasm
CE000001400	C44C3.5	None	None	Transmembrane
CE000013331	F53B3.2.2	None	None	Cytoplasm
CE000013330	F53B3.2.1	None	None	Mitochondrion
CE000015018	ZK262.4	None	None	Cytoplasm
CE000020594	F26G1.7	None	VAPA_HUMAN	Nucleus
CE000019051	B0035.2	None	None	Transmembrane
CE000017159	T28F3.7	None	None	Secretory
CE000000683	F20D6.10	None	None	Transmembrane
CE000011503	ZK829.2	None	DCE2_HUMAN	Nucleus
CE000023796	F57G4.4	None	None	Nucleus
CE000007784	Y73F8A.9	None	None	Secretory
CE000007008	R07C3.8	None	None	Mitochondrion
CE000012496	T11G6.7	None	None	Nucleus
CE000009389	R12E2.14	None	None	Nucleus
CE000015393	T26H2.7	None	None	Transmembrane
CE000011395	T05F1.1.1	None	NCLN_HUMAN	Cytoplasm
CE000002987	B0250.6	None	None	Transmembrane
CE000009475	F25D7.2	None	HERPU_HUMAN	Transmembrane
CE000014514	F44E2.6	None	None	Secretory
CE000020701	F35A5.8b	None	SHLB1_HUMAN	Nucleus
CE000003210	M7.8	None	None	Secretory
CE000008831	Y106G6E.5.1	None	ELMO2_HUMAN	Mitochondrion
CE000008830	Y106G6E.5.2	None	ELMO2_HUMAN	Mitochondrion
CE000002657	F44F4.6	None	GCNT1_HUMAN	Transmembrane
CE000007866	K08D9.4	None	None	Secretory
CE000013753	C32F10.1b	None	OSBP2_HUMAN	Nucleus
CE000012774	F42G4.3a.2	None	LPP_HUMAN	Cytoplasm
CE000002269	F42G4.3a.1	None	LPP_HUMAN	Cytoplasm
CE000018426	R07H5.7	None	None	Secretory
CE000020678	T05A1.3	None	SLIT_DROME	Transmembrane
CE000003929	T16H12.2	None	None	Mitochondrion
CE000020901	Y37E11B.1b	None	ZF161_HUMAN	Secretory
CE000008388	C30F12.1	None	None	Secretory
CE000022309	K02F3.5	None	FCER2_MOUSE	Secretory
CE000020630	T12A2.13	SRG6_CAEEL	None	Transmembrane
CE000004876	F41D9.3e	None	LSAMP_RAT	Secretory
CE000025843	R31.2	None	MIB1_MOUSE	Cytoplasm
CE000025843	R31.2	None	MIB1_BRARE	Cytoplasm
CE000002774	E01B7.1	None	None	Cytoplasm
CE000018000	C55C3.5	None	None	Secretory
CE000008390	C30F12.6	None	TRFR_SHEEP	Transmembrane
CE000008390	C30F12.6	None	TRFR_HUMAN	Transmembrane
CE000000391	F22B5.2	None	SXL_MUSDO	Nucleus
CE000021821	W10G11.16	None	GLRA1_HUMAN	Transmembrane
CE000019104	C34F6.8.1	None	IDHP_PIG	Cytoplasm
CE000019099	C34F6.8.3	None	IDHP_PIG	Cytoplasm
CE000003322	C34F6.8.2	None	IDHP_PIG	Cytoplasm
CE000002723	M01E11.7b.1	None	TENS1_HUMAN	Cytoplasm
CE000002724	M01E11.7b.2	None	TENS1_HUMAN	Secretory
CE000017625	T10B11.6	None	None	Transmembrane
CE000012794	Y97E10AR.8	None	None	None
CE000019754	F26A1.8	None	None	Transmembrane
